English,Gloss,Href
I collect shiny pennies.,SHINY PENNIES I COLLECT.,https://www.signingsavvy.com/sentences/miscellaneous/5495
Your idea is absurd!,YOUR IDEA ABSURD!,https://www.signingsavvy.com/sentences/miscellaneous/5496
My car broke down on the bridge.,BRIDGE MY CAR BROKE-DOWN.,https://www.signingsavvy.com/sentences/miscellaneous/5497
I have many candles in my house.,MY HOUSE MANY CANDLES HAVE.,https://www.signingsavvy.com/sentences/miscellaneous/5498
Teaching my kids to help other people builds good character.,MY KIDS I TEACH HELP HELP OTHER PEOPLE WHY? DEVELOPS GOOD CHARACTER.,https://www.signingsavvy.com/sentences/miscellaneous/5499
Detectives investigate crime.,DETECTIVES DO-DO? INVESTIGATE CRIME.,https://www.signingsavvy.com/sentences/miscellaneous/5500
The elevator got stuck on the 3rd floor.,THIRD FLOOR ELEVATOR STUCK.,https://www.signingsavvy.com/sentences/miscellaneous/5501
My best friend has one blue eye and one brown eye.,ONE BLUE EYE ONE BROWN EYE MY BEST FRIEND HAS.,https://www.signingsavvy.com/sentences/miscellaneous/5502
It’s important to have a good handshake.,GOOD HANDSHAKE IMPORTANT.,https://www.signingsavvy.com/sentences/miscellaneous/5503
I heard Bill is having heart problems.,HEART PROBLEMS B-I-L-L HAS I HEARD.,https://www.signingsavvy.com/sentences/miscellaneous/5504
Please shave your mustache.,YOUR MUSTACHE PLEASE SHAVE.,https://www.signingsavvy.com/sentences/miscellaneous/5505
Our country needs peace.,OUR COUNTRY NEEDS WHAT? PEACE.,https://www.signingsavvy.com/sentences/miscellaneous/5506
My bedroom is purple.,MY BEDROOM COLOR WHAT? PURPLE.,https://www.signingsavvy.com/sentences/miscellaneous/5507
There was a pretty rainbow after the rain showers.,RAIN FINISH PRETTY RAINBOW.,https://www.signingsavvy.com/sentences/miscellaneous/5508
You can't put a price on freedom.,FREEDOM HAVE PRICE NONE.,https://www.signingsavvy.com/sentences/miscellaneous/5509
The adoption process takes a lot of time.,ADOPTION PROCESS TAKES A LOT TIME.,https://www.signingsavvy.com/sentences/miscellaneous/5510
I started my own business.,BUSINESS MY #OWN START I.,https://www.signingsavvy.com/sentences/miscellaneous/5511
"When I was a Girl Scout, I learned how to build a fire.",LONG TIME AGO ME SMALL ME GIRL SCOUT FIRE LEARN HOW-TO BUILD.,https://www.signingsavvy.com/sentences/miscellaneous/5512
My mechanic is popular because he is honest.,MY MECHANIC POPULAR WHY? HONEST.,https://www.signingsavvy.com/sentences/miscellaneous/5513
Next week I’m going to a workshop on self-improvement.,NEXT WEEK I GO-TO WORKSHOP QUOTE SELF IMPROVEMENT.,https://www.signingsavvy.com/sentences/miscellaneous/5514
Do you know any good jokes?,GOOD JOKE YOU KNOW ANY?,https://www.signingsavvy.com/sentences/miscellaneous/5515
I want to play outdoors!,PLAY OUTDOORS I WANT!,https://www.signingsavvy.com/sentences/miscellaneous/5516
Can I look at your wedding photographs.,YOUR WEDDING PHOTOGRAPHS LOOK-AT CAN I?,https://www.signingsavvy.com/sentences/miscellaneous/5517
I am going to try to preserve my wedding gown.,MY WEDDING DRESS I TRY PRESERVE.,https://www.signingsavvy.com/sentences/miscellaneous/5518
The bank near my house was robbed two times!,TWICE #BANK NEAR MY HOUSE ROB!,https://www.signingsavvy.com/sentences/miscellaneous/5520
The security guard at the bank is scary looking.,#BANK SECURITY GUARD LOOKS SCARY.,https://www.signingsavvy.com/sentences/miscellaneous/5521
Don't forget to send your thank you cards!,THANK YOU CARDS DON’T FORGET SEND (SCOLD).,https://www.signingsavvy.com/sentences/miscellaneous/5522
I have been under a lot of stress recently.,LATELY STRESS ME.,https://www.signingsavvy.com/sentences/miscellaneous/5523
I gave my sweetheart flowers.,FLOWERS MY SWEETHEART I GIVE.,https://www.signingsavvy.com/sentences/miscellaneous/5524
I enjoy using technology to help people.,TECHNOLOGY I ENJOY USE WHY? HELP PEOPLE.,https://www.signingsavvy.com/sentences/miscellaneous/5525
"My vision is bad, I need new glasses.",NEW GLASSES I NEED WHY? MY VISION BAD.,https://www.signingsavvy.com/sentences/miscellaneous/5526
Do you want to build a snowman?,SNOWMAN YOU WANT BUILD?,https://www.signingsavvy.com/sentences/miscellaneous/5527
I am lucky to have a very big bathtub.,BIG BATH T-U-B I HAVE LUCKY ME.,https://www.signingsavvy.com/sentences/miscellaneous/5528
You should wear a tie to the business meeting.,BUSINESS MEETING TIE YOU SHOULD WEAR.,https://www.signingsavvy.com/sentences/miscellaneous/5529
I take my cell phone everywhere.,MY CELL PHONE I BRING EVERYWHERE.,https://www.signingsavvy.com/sentences/miscellaneous/5530
Don't forget to put a stamp on the envelope.,ENVELOPE STAMP DON'T FORGET.,https://www.signingsavvy.com/sentences/miscellaneous/5531
I lost a sock in the laundry.,LAUNDRY SOCK LOST I.,https://www.signingsavvy.com/sentences/miscellaneous/5532
The police caught the thief hiding in his car.,THIEF POLICE CAUGHT WHERE? HIDING IN HIS CAR.,https://www.signingsavvy.com/sentences/miscellaneous/5533
Our mailman is friendly.,OUR MAILMAN FRIENDLY.,https://www.signingsavvy.com/sentences/miscellaneous/5534
I need to backup my computer.,MY COMPUTER FILES SAVE BACKUP I NEED.,https://www.signingsavvy.com/sentences/miscellaneous/5535
The ampersand is a shortcut for the word and.,A-M-P-E-R-S-A-N-D SHORTCUT FOR WHAT? WORD A-N-D.,https://www.signingsavvy.com/sentences/miscellaneous/5536
My Bachelor's degree is in Special Education.,MY #BA DEGREE WHAT? SPECIAL EDUCATION.,https://www.signingsavvy.com/sentences/miscellaneous/5537
"If you want to clarify your goals, you need to form a vision first.",YOU WANT CLARIFY YOUR GOALS HOW? FIRST FORM VISION.,https://www.signingsavvy.com/sentences/miscellaneous/5538
Laughter is good for your mental health.,LAUGH GOOD FOR YOUR MENTAL HEALTH.,https://www.signingsavvy.com/sentences/miscellaneous/5539
"Wait a moment, the phone is ringing.",ONE MOMENT PHONE THERE RING.,https://www.signingsavvy.com/sentences/miscellaneous/6025
"In 1947, Rhulin Thomas became the first deaf pilot to fly from coast-to-coast in the U.S. alone.",YEAR 1947 R-H-U-L-I-N T-H-O-M-A-S HE FIRST DEAF PILOT ALONE UNITED STATES C-O-A-S-T FLY-ACROSS C-O-A-S-T.,https://www.signingsavvy.com/sentences/places/5540
I encourage my students to attend college.,COLLEGE GO-TO MY STUDENTS I ENCOURAGE.,https://www.signingsavvy.com/sentences/places/5541
I enjoy playing with my cousins at my grandmother's house.,GRANDMOTHER'S HOUSE COUSINS PLAY-AROUND I ENJOY.,https://www.signingsavvy.com/sentences/places/5542
My sister is Deaf and goes to Gallaudet University.,GALLAUDET UNIVERSITY MY DEAF SISTER GO-TO.,https://www.signingsavvy.com/sentences/places/5543
I like to take the train to Chicago.,GO-TO CHICAGO HOW? TRAIN PREFER I.,https://www.signingsavvy.com/sentences/places/5544
I visited Gallaudet University two years ago.,2 YEARS AGO GALLAUDET UNIVERSITY I VISIT.,https://www.signingsavvy.com/sentences/places/5545
I need to buy new comfortable shoes before I go to Disney World.,NEW COMFORTABLE SHOES NEED BUY I WHY? DISNEY WORLD GO-TO WILL I.,https://www.signingsavvy.com/sentences/places/5546
My son is going to law school at the University of Michigan.,LAW SCHOOL MY SON GO WHERE? UNIVERSITY M-I-C-H.,https://www.signingsavvy.com/sentences/places/5547
The pet store has 10 workers.,P-E-T STORE WORKERS HOW MANY? 10.,https://www.signingsavvy.com/sentences/places/5548
I can't wait for my vacation so I can relax!,MY VACATION I CAN'T WAIT WHY? ME CAN RELAX!,https://www.signingsavvy.com/sentences/places/5549
"Andrew Foster was a famous Deaf African American who was a reverend, educator, and missionary. He established the first school for the deaf in Africa.",A-N-D-R-E-W F-O-S-T-E-R HIMSELF FAMOUS DEAF BLACK MINISTER TEACHER MISSIONARY. HE SETUP FIRST DEAF SCHOOL WHERE? AFRICA.,https://www.signingsavvy.com/sentences/places/5550
You have to take a boat to get to Mackinac Island.,M-A-C-K-I-N-A-C ISLAND GO-TO HOW? BOAT MUST YOU.,https://www.signingsavvy.com/sentences/places/5551
I bought a new camera before my vacation.,BEFORE VACATION NEW CAMERA BOUGHT I.,https://www.signingsavvy.com/sentences/places/5552
My family is going to grandma's house for Easter.,EASTER GRANDMA'S HOUSE MY FAMILY GO-TO.,https://www.signingsavvy.com/sentences/places/5553
Cal Rodgers was a deaf pilot. He made the first transcontinental airplane flight after crashing several times along the way.,C-A-L R-O-D-G-E-R-S HE DEAF PILOT HIS GOAL U-S FLY-ACROSS (FLIGHT) WRONG FLY-ACROSS CRASH LUCKY ALIVE FIX FIX FIX FLY-ACROSS CRASH STILL ALIVE FIX FIX FIX FLY-ACROSS MANY STOP STOP STOP FINALLY ARRIVE YAY.,https://www.signingsavvy.com/sentences/places/5554
I hope when I go to Las Vegas that I get a 7 or 11 when I roll the dice.,I GO LAS VEGAS DICE (ROLL DICE) HOPE HIT WHAT? 7 11.,https://www.signingsavvy.com/sentences/places/5555
The 98 year old man is in good health because he lives in Florida.,MAN OLD 98 GOOD HEALTH WHY? LIVE FLORIDA.,https://www.signingsavvy.com/sentences/places/5556
We saw Mickey Mouse on our trip to Florida.,F-L-A TRIP WE SAW WHO? MICKEY MOUSE.,https://www.signingsavvy.com/sentences/places/5557
I enjoy visiting Tennessee because of their beautiful mountains.,T-E-N-N I ENJOY VISIT WHY? BEAUTIFUL MOUNTAINS.,https://www.signingsavvy.com/sentences/places/5558
My friend Lisa lives in a posh neighborhood.,MY FRIEND L-I-S-A SHE LIVE POSH NEIGHBORHOOD.,https://www.signingsavvy.com/sentences/places/5559
My dream is to live near the ocean.,MY DREAM WHAT? LIVE NEAR OCEAN.,https://www.signingsavvy.com/sentences/places/5560
Terence Parkin is a deaf swimmer from South Africa. He won the silver medal in the Olympics in 2000.,T-E-R-E-N-C-E P-A-R-K-I-N HIMSELF FAMOUS DEAF SWIMMER FROM SOUTH AFRICA. 2000 OLYMPICS SILVER MEDAL HE WON.,https://www.signingsavvy.com/sentences/places/5561
Men in the south tend to be very courteous.,MEN LIVE SOUTH TEND-TO COURTEOUS.,https://www.signingsavvy.com/sentences/places/5562
"The soldiers went to Washington, D.C. today for a special memorial ceremony.","TODAY WASHINGTON, D.C. SOLDIERS GATHER WHAT FOR? SPECIAL MEMORIAL CEREMONY.",https://www.signingsavvy.com/sentences/places/5563
Michigan has black squirrels.,M-I-C-H HAS WHAT? BLACK SQUIRRELS.,https://www.signingsavvy.com/sentences/places/5564
I enjoy going to art museums.,ART M-U-S-E-U-M MUSEUM GO-TO I ENJOY.,https://www.signingsavvy.com/sentences/places/5565
I wish I could go to Florida now.,F-L-A GO-TO NOW I WISH I COULD.,https://www.signingsavvy.com/sentences/places/5566
The novelist traveled through Europe looking for inspiration for her next novel.,EUROPE WRITER TRAVEL WHY? NEED INSPIRATION FOR HER NEXT BOOK.,https://www.signingsavvy.com/sentences/places/5567
Ludwig van Beethoven was a famous composer from Germany who became deaf. He was still able to create and play music.,L-U-D-W-I-G V-A-N B-E-E-T-H-O-V-E-N HIMSELF FAMOUS COMPOSER FROM GERMANY HIS HEARING DETERIORATED. DIDN’T-MATTER HE STILL EXPERT CREATE MUSIC PLAY-PIANO.,https://www.signingsavvy.com/sentences/places/5568
"Robert Davila served as the ninth president of Gallaudet University from 2007 to 2009. Prior to becoming the president of Gallaudet University, he was the first Deaf CEO of the National Technical Institute for the Deaf.",R-O-B-E-R-T D-A-V-I-L-A HE NINTH PRESIDENT GALLAUDET UNIVERSITY YEAR 2007 RANGE 2009 BEFORE THAT HE FIRST DEAF CEO ADMINISTRATOR N-T-I-D.,https://www.signingsavvy.com/sentences/places/5569
Many people in third world countries experience hunger.,THIRD WORLD COUNTRIES MANY PEOPLE HUNGRY.,https://www.signingsavvy.com/sentences/places/5570
My family goes to the strawberry farm every summer.,EVERY SUMMER STRAWBERRY FARM MY FAMILY GOES-TO.,https://www.signingsavvy.com/sentences/places/5571
"I did not like visiting Washington, D.C. because there was too much traffic.","WASHINGTON, D.C. VISIT I DIDN'T-LIKE WHY? TOO MUCH TRAFFIC.",https://www.signingsavvy.com/sentences/places/5572
We visited a lighthouse on our vacation last week.,LAST WEEK OUR VACATION LIGHTHOUSE WE VISIT.,https://www.signingsavvy.com/sentences/places/5573
Florida is famous for having hurricanes.,F-L-A FAMOUS WHAT? HURRICANES.,https://www.signingsavvy.com/sentences/places/5574
We ate at an Italian restaurant for my birthday celebration.,MY BIRTHDAY CELEBRATION EAT WHERE? ITALIAN RESTAURANT.,https://www.signingsavvy.com/sentences/places/5575
"After my long vacation, all of my plants had died.",LONG VACATION FINISH HAPPEN WHAT? MY PLANT PLANT PLANT DIED.,https://www.signingsavvy.com/sentences/places/5576
"Morris Broderson is a deaf painter. His artwork has been displayed many places, such as at Gallaudet University, NTID, and the Guggenheim and Whitney Museums.","M-O-R-R-I-S B-R-O-D-E-R-S-O-N HIMSELF DEAF PAINTER. HIS ART DISPLAYED MANY PLACES SAME-AS ONE-OF-FOUR GALLAUDET UNIVERSITY, TWO-OF-FOUR N-T-I-D, THREE-OF-FOUR G-U-G-G-E-N-H-E-I-M FOUR-OF-FOUR W-H-I-T-N-E-Y MUSEUMS.",https://www.signingsavvy.com/sentences/places/5577
My best friend lives in California.,MY BEST FRIEND LIVES WHERE? CALIFORNIA,https://www.signingsavvy.com/sentences/places/5578
My grandparents live in The Villages in Florida in the winter.,DURING WINTER MY GRANDPARENTS LIVE WHERE? T-H-E V-I-L-L-A-G-E-S VILLAGES F-L-A.,https://www.signingsavvy.com/sentences/places/5579
"Thomas H. Gallaudet was a minister, educator, and co-founded the first school for the deaf called the American School for the Deaf in Hartford, Connecticut. Gallaudet University was named in honor of him in 1894.",T-H-O-M-A-S H. G-A-L-L-A-U-D-E-T HIMSELF MINISTER TEACHER HE CO- FOUNDED FIRST RESIDENTIAL SCHOOL U-S CALLED AMERICAN SCHOOL DEAF A-S-D WHERE? HARTFORD C-O-N-N. YEAR 1894 GALLAUDET COLLEGE NAMED AFTER HIM.,https://www.signingsavvy.com/sentences/places/5580
There are too many mosquitos when I camp in the wilderness.,WILDERNESS I CAMP TOO MANY MOSQUITOS.,https://www.signingsavvy.com/sentences/places/5581
United States of America became independent from Great Britain in 1784 after the ratification of the Treaty of Paris.,YEAR 1784 AMERICA BECAME INDEPENDENT FROM BRITAIN FINISH RATIFICATION T-R-E-A-T-Y O-F P-A-R-I-S.,https://www.signingsavvy.com/sentences/places/5582
I saw a fancy gingerbread house on my cruise last Christmas.,LAST CHRISTMAS MY CRUISE FANCY G-I-N-G-E-R-B-R-E-A-D HOUSE I SAW.,https://www.signingsavvy.com/sentences/places/5583
I’m afraid to go to the library because the librarian is a grouch.,LIBRARY GO-TO AFRAID ME WHY? LIBRARIAN SHE GROUCH.,https://www.signingsavvy.com/sentences/places/5584
Laurent Clerc is one of the founders of the first school for the deaf here in America.,LAURENT CLERC WHO? ONE FOUNDER FIRST DEAF SCHOOL HERE AMERICA.,https://www.signingsavvy.com/sentences/places/5585
Don’t goof off in class!,CLASS PLAY-AROUND (goof off) FINISH!,https://www.signingsavvy.com/sentences/places/5586
I bought a new bikini for spring break.,SPRING BREAK NEW BIKINI BOUGHT I.,https://www.signingsavvy.com/sentences/places/5587
"The weatherman in Florida has an easy job, the forecast is the same everyday - sunny with possible rain.",WEATHER PERSON F-L-A EASY #JOB EVERYDAY FORECAST SAME-SAME SUN POSSIBLE RAIN.,https://www.signingsavvy.com/sentences/places/5588
The receptionist at my doctor's office is not friendly.,MY DOCTOR OFFICE RECEPTIONIST NOT FRIENDLY.,https://www.signingsavvy.com/sentences/places/5589
It is important to unplug your electronics when you go on vacation.,TIME GO VACATION IMPORTANT UNPLUG YOUR ELECTRONICS.,https://www.signingsavvy.com/sentences/places/5591
Hawaii is a great place to go surfing.,GREAT PLACE SURF WHERE? HAWAII.,https://www.signingsavvy.com/sentences/places/5592
Douglas Tilden is a famous deaf sculptor and has many statues that he created in California.,D-O-U-G-L-A-S T-I-L-D-E-N HIMSELF FAMOUS DEAF SCULPTOR CALIFORNIA HAS MANY HIS STATUES ALL OVER (classifier).,https://www.signingsavvy.com/sentences/places/5593
"Curtis Pride is deaf and was a baseball player. He played for many teams, such as the Detroit Tigers, Atlanta Braves, and New York Yankees. He is currently the coach for the Gallaudet University baseball team.","C-U-R-T-I-S P-R-I-D-E HIMSELF DEAF BASEBALL PLAYER. HE USED-TO PLAY DIFFERENT DIFFERENT DIFFERENT TEAMS ONE-OF-THREE DETROIT T-I-G-E-R-S, TWO-OF-THREE ATLANTA B-R-A-V-E-S, THREE-OF-THREE NEW YORK Y-A-N-K-E-E-S. NOW HE COACH GALLAUDET UNIVERSITY BASEBALL TEAM.",https://www.signingsavvy.com/sentences/places/5594
Betty G. Miller was the first deaf woman to graduate from Gallaudet University with a PhD degree in art. She was a famous artist who focused on the deaf perspective.,B-E-T-T-Y G M-I-L-L-E-R SHE FIRST DEAF WOMAN GRADUATE GALLAUDET RECEIVE #PHD DEGREE WHAT? ART. SHE FAMOUS ARTIST WHY? SHE FOCUS DEAF VIEW.,https://www.signingsavvy.com/sentences/places/5595
"After retirement in 10 years, I plan to move to Florida.",FUTURE 10 YEARS I RETIRE DO-DO? MOVE F-L-A.,https://www.signingsavvy.com/sentences/places/5596
They dye the river green for St. Patrick's Day in Chicago every year.,EVERY YEAR ST. PATRICK'S DAY CHICAGO RIVER DYE POUR POUR GREEN.,https://www.signingsavvy.com/sentences/places/6064
This year I went on vacation to New York.,THIS YEAR I WENT VACATION WHERE? NEW YORK.,https://www.signingsavvy.com/sentences/places/7718
I am from Indiana.,INDIANA I FROM.,https://www.signingsavvy.com/sentences/places/7698
Where are you from?,YOU FROM WHERE?,https://www.signingsavvy.com/sentences/places/7696
New York is in the east.,NEW YORK WHERE? EAST,https://www.signingsavvy.com/sentences/places/7699
Our country needs peace.,OUR COUNTRY NEEDS WHAT? PEACE.,https://www.signingsavvy.com/sentences/political/5597
You can't put a price on freedom.,FREEDOM HAVE PRICE NONE.,https://www.signingsavvy.com/sentences/political/5598
The United States presidential inauguration is a ceremony to recognize a new president.,U-S PRESIDENT INAUGURATION FOR-FOR? RECOGNIZE NEW PRESIDENT.,https://www.signingsavvy.com/sentences/political/5599
It is important that you vote for the new U.S. President.,NEW U-S PRESIDENT IMPORTANT YOU VOTE.,https://www.signingsavvy.com/sentences/political/5600
I love to cook hamburgers on the grill.,G-R-I-L-L HAMBURGER COOK I LOVE.,https://www.signingsavvy.com/sentences/preferences/5601
I like to ice skate on our pond.,OUR P-O-N-D ICE SKATE I LIKE.,https://www.signingsavvy.com/sentences/preferences/5602
I like to be active and not sit and watch TV all day.,ALL DAY I LIKE ACTIVE NOT SIT WATCH #TV.,https://www.signingsavvy.com/sentences/preferences/5603
My favorite author is me!,MY FAVORITE AUTHOR WHO? ME!,https://www.signingsavvy.com/sentences/preferences/5604
I love anything that has chocolate in it.,I LOVE ANYTHING HAVE CHOCOLATE INSIDE.,https://www.signingsavvy.com/sentences/preferences/5605
Do you like to watch baseball?,BASEBALL WATCH YOU LIKE?,https://www.signingsavvy.com/sentences/preferences/5606
I like to eat cheese on my broccoli.,MY B-R-O-C-C-O-L-I CHEESE POUR I LIKE.,https://www.signingsavvy.com/sentences/preferences/5607
I enjoy playing with my cousins at my grandmother's house.,GRANDMOTHER'S HOUSE COUSINS PLAY-AROUND I ENJOY.,https://www.signingsavvy.com/sentences/preferences/5608
I like to watch college football games.,COLLEGE FOOTBALL GAMES WATCH I LIKE.,https://www.signingsavvy.com/sentences/preferences/5609
Do you like Arby’s or Wendy’s french fries better?,FRENCH FRIES A-R-B-Y'S W-E-N-D-Y'S YOU LIKE BETTER WHICH?,https://www.signingsavvy.com/sentences/preferences/5610
I like to learn about a building's history.,BUILDING HISTORY LEARN ABOUT I LIKE.,https://www.signingsavvy.com/sentences/preferences/5611
My favorite vegetable is corn on the cob.,MY FAVORITE #VEG (vegetable) WHAT? CORN ON THE COB.,https://www.signingsavvy.com/sentences/preferences/5612
My favorite kind of popcorn is kettle corn.,MY FAVORITE KIND POPCORN WHICH? K-E-T-T-L-E C-O-R-N,https://www.signingsavvy.com/sentences/preferences/5613
I enjoy reading children's picture books.,CHILDREN PICTURE BOOKS READ I ENJOY.,https://www.signingsavvy.com/sentences/preferences/5614
I love watching sports every Saturday.,EVERY SATURDAY S-P-O-R-T-S WATCH I LOVE.,https://www.signingsavvy.com/sentences/preferences/5615
My favorite time to swim is 8 in the morning.,MY FAVORITE TIME SWIM WHEN? 8 MORNING.,https://www.signingsavvy.com/sentences/preferences/5616
I like to play the drums as loudly as I can.,DRUMS DRUMS (play with emphasis) LOUD I LIKE.,https://www.signingsavvy.com/sentences/preferences/5617
I like to take the train to Chicago.,GO-TO CHICAGO HOW? TRAIN PREFER I.,https://www.signingsavvy.com/sentences/preferences/5618
My aunt makes the best cakes!,BEST CAKES MAKE WHO? MY AUNT.,https://www.signingsavvy.com/sentences/preferences/5619
M&M's are my favorite kind of candy.,MY FAVORITE CANDY WHAT? M-M.,https://www.signingsavvy.com/sentences/preferences/5620
Do you like chocolate ice cream?,CHOCOLATE ICE CREAM YOU LIKE?,https://www.signingsavvy.com/sentences/preferences/5621
What kind of computer do you prefer? A Mac or a PC?,COMPUTER YOU PREFER WHICH? M-A-C P-C WHICH?,https://www.signingsavvy.com/sentences/preferences/5622
I love to make and eat chocolate chip cookies!,CHOCOLATE C-H-I-P COOKIES BAKE EAT I ENJOY.,https://www.signingsavvy.com/sentences/preferences/5623
I like to drink a big glass of milk after exercising.,FINISH EXERCISE MILK BIG GLASS DRINK I LIKE.,https://www.signingsavvy.com/sentences/preferences/5624
My favorite class is science.,MY FAVORITE CLASS WHAT? SCIENCE.,https://www.signingsavvy.com/sentences/preferences/5625
I love the smell of the flowers in the spring.,SPRING FLOWERS SMELL I LOVE.,https://www.signingsavvy.com/sentences/preferences/5626
Would you like a cup of tea?,CUP TEA YOU WANT?,https://www.signingsavvy.com/sentences/preferences/5627
I like bacon and eggs for breakfast.,BREAKFAST BACON EGGS EAT I LIKE I.,https://www.signingsavvy.com/sentences/preferences/5628
I love to bake chocolate chip cookies!,CHOCOLATE C-H-I-P COOKIES BAKE I LOVE!,https://www.signingsavvy.com/sentences/preferences/5629
The kids like to eat crackers and cheese.,CRACKERS CHEESE KIDS LIKE EAT.,https://www.signingsavvy.com/sentences/preferences/5630
My cat likes to chase frogs.,CHASE FROGS MY CAT LIKES.,https://www.signingsavvy.com/sentences/preferences/5631
I like to eat microwave popcorn for a snack.,S-N-A-C-K I LIKE EAT WHAT? MICROWAVE POPCORN.,https://www.signingsavvy.com/sentences/preferences/5632
I enjoy visiting Tennessee because of their beautiful mountains.,T-E-N-N I ENJOY VISIT WHY? BEAUTIFUL MOUNTAINS.,https://www.signingsavvy.com/sentences/preferences/5633
The best time of year to buy peaches is during the summer.,BEST TIME YEAR BUY PEACHES WHEN? SUMMER.,https://www.signingsavvy.com/sentences/preferences/5634
I love pizza!,PIZZA I LOVE!,https://www.signingsavvy.com/sentences/preferences/5635
My mother’s baked potato soup is the BEST!,MY MOTHER HER B-A-K-E-D POTATO SOUP CHAMP (BEST).,https://www.signingsavvy.com/sentences/preferences/5636
My mother’s favorite flower is a rose.,MY MOTHER HER FAVORITE FLOWER WHAT? ROSE.,https://www.signingsavvy.com/sentences/preferences/5637
Santa loves hot chocolate and cookies.,SANTA LOVES HOT CHOCOLATE COOKIES.,https://www.signingsavvy.com/sentences/preferences/5638
Simple recipes are the best because you don't have to buy many ingredients.,SIMPLE R-E-C-I-P-E BEST WHY? MANY INGREDIENTS NOT HAVE-TO BUY.,https://www.signingsavvy.com/sentences/preferences/5639
Would you like a slice of tomato on your sandwich?,YOUR SANDWICH TOMATO YOU WANT ADD?,https://www.signingsavvy.com/sentences/preferences/5640
I enjoy going to art museums.,ART M-U-S-E-U-M MUSEUM GO-TO I ENJOY.,https://www.signingsavvy.com/sentences/preferences/5641
I enjoy biking in the autumn.,AUTUMN BIKING I ENJOY.,https://www.signingsavvy.com/sentences/preferences/5642
Mr. Shelton is one of my favorite customers.,ONE OF MY FAVORITE CUSTOMERS WHO? M-R S-H-E-L-T-O-N.,https://www.signingsavvy.com/sentences/preferences/5643
My cat's favorite food is tuna.,T-U-N-A MY CAT FAVORITE FOOD.,https://www.signingsavvy.com/sentences/preferences/5644
My least favorite class in school is geography.,GEOGRAPHY MY LEAST FAVORITE CLASS.,https://www.signingsavvy.com/sentences/preferences/5645
I like watching people play the piano.,PIANO PEOPLE PLAY WATCH I ENJOY.,https://www.signingsavvy.com/sentences/preferences/5646
I enjoy carving Halloween pumpkins.,HALLOWEEN PUMPKINS CARVE ENJOY I.,https://www.signingsavvy.com/sentences/preferences/5647
I enjoy using technology to help people.,TECHNOLOGY I ENJOY USE WHY? HELP PEOPLE.,https://www.signingsavvy.com/sentences/preferences/5648
Chemistry is my favorite class in school.,SCHOOL MY FAVORITE CLASS WHAT? CHEMISTRY.,https://www.signingsavvy.com/sentences/preferences/5649
I love peanut butter with pretzels.,PEANUT BUTTER WITH P-R-E-T-Z-E-L-S I LOVE.,https://www.signingsavvy.com/sentences/preferences/5650
I love to wear flip-flops in the summer.,SUMMER FLIP-FLOP WEAR I LOVE.,https://www.signingsavvy.com/sentences/preferences/5651
"I did not like visiting Washington, D.C. because there was too much traffic.","WASHINGTON, D.C. VISIT I DIDN'T-LIKE WHY? TOO MUCH TRAFFIC.",https://www.signingsavvy.com/sentences/preferences/5652
I really like to fish with my dad.,FISHING WITH MY FATHER I ENJOY!,https://www.signingsavvy.com/sentences/preferences/5653
I love to read poetry every night before bed.,EVERY NIGHT BEFORE BED POETRY I LOVE READ.,https://www.signingsavvy.com/sentences/preferences/5654
What kind of soft drink would you like - Coke or Pepsi?,SOFT DRINK WHICH YOU PREFER? #COKE PEPSI WHICH?,https://www.signingsavvy.com/sentences/preferences/5655
I hate pirate movies!,P-I-R-A-T-E (pirate) MOVIES I HATE!,https://www.signingsavvy.com/sentences/preferences/5656
"I love books, so growing up I always wanted to become a librarian.",GROW-UP ME ALWAYS WANT BECOME LIBRARIAN WHY? ME LOVE BOOKS.,https://www.signingsavvy.com/sentences/preferences/5657
I love eating pretzels dipped in chocolate.,P-R-E-T-Z-E-L-S CHOCOLATE DIPPED I LOVE EAT.,https://www.signingsavvy.com/sentences/preferences/5658
My favorite website is SigningSavvy.com.,MY FAVORITE W-E-B-S-I-T-E WHAT? S-I-G-N-I-N-G S-A-V-V-Y DOT COM.,https://www.signingsavvy.com/sentences/preferences/5659
I like to eat my donuts with coffee.,MY DONUTS I LIKE EAT WITH COFFEE.,https://www.signingsavvy.com/sentences/preferences/5660
"I like to watch the movie ""Elf"" on Christmas Eve.",CHRISTMAS E-V-E MOVIE QUOTE E-L-F WATCH I LIKE.,https://www.signingsavvy.com/sentences/preferences/5661
I hate shopping on Black Friday.,BLACK FRIDAY SHOPPING I HATE.,https://www.signingsavvy.com/sentences/preferences/5662
I enjoy shopping on Cyber Monday.,C-Y-B-E-R MONDAY SHOPPING I ENJOY.,https://www.signingsavvy.com/sentences/preferences/5663
I like brown sugar on my sweet potato.,MY SWEET POTATO BROWN SUGAR SPRINKLE I LIKE.,https://www.signingsavvy.com/sentences/preferences/5664
"My favorite movie is ""Groundhog Day.""",MY FAVORITE MOVIE WHAT? QUOTE G-R-O-U-N-D-H-O-G DAY.,https://www.signingsavvy.com/sentences/preferences/5665
"I didn’t like the pink socks I got, so I regifted them to my brother.",PINK SOCKS I GOT DIDN’T LIKE. DO-DO? MY BROTHER I REGIFT.,https://www.signingsavvy.com/sentences/preferences/5666
Which Girl Scout cookie is your favorite?,GIRL SCOUT COOKIE YOUR FAVORITE WHICH?,https://www.signingsavvy.com/sentences/preferences/5667
